join_date,customer_key,first_name,last_name,gender,age,age_group,total_spend,total_orders,last_purchase_date,customer_status
2011-05-15,3640,Jeremiah,Howard,Male,47,45-59,1547,2,2013-07-15,Active
2013-10-08,2197,Kimberly,Sanders,Female,59,45-59,57,1,2013-10-08,One-Time Buyer
2012-01-08,2203,Natasha,Romero,Female,64,60+,4559,2,2013-04-05,Active
2013-03-08,2214,Courtney,King,Female,62,60+,22,1,2013-03-08,One-Time Buyer
2011-12-31,2221,Isabella,Hernandez,Female,61,60+,4683,2,2013-04-01,Active
2013-04-14,2228,Alexander,Wilson,Male,61,60+,72,1,2013-04-14,One-Time Buyer
2013-07-03,2230,Dylan,Wang,Male,60,60+,22,1,2013-07-03,One-Time Buyer
2012-01-14,2231,Chloe,Bryant,Female,61,60+,4905,2,2013-05-09,Active
2012-02-16,2238,Devin,Stewart,Male,60,60+,4517,2,2013-05-01,Active
2013-10-10,2245,Jose,Sharma,Male,56,45-59,81,1,2013-10-10,One-Time Buyer
2013-07-07,2246,Angel,Scott,Male,57,45-59,46,1,2013-07-07,One-Time Buyer
2012-01-29,2247,Hailey,Perez,Female,56,45-59,4813,2,2013-11-22,Active
2013-04-19,2504,Theodore,Gomez,Male,45,45-59,101,2,2013-05-22,Active
2013-06-07,2506,Jamie,Cai,Female,52,45-59,128,2,2013-07-29,Active
2012-06-22,2522,Sandra,Lu,Female,30,30-44,4514,2,2013-02-03,Churned
2011-11-29,2538,Jill,Moreno,Female,48,45-59,5910,2,2013-12-22,Active
2011-02-24,2539,Vanessa,Henderson,Female,37,30-44,5908,2,2013-12-04,Active
2011-02-11,2546,Brad,Sharma,Male,38,30-44,5908,2,2013-12-12,Active
2011-12-19,2557,Alisha,Nath,Female,38,30-44,6497,3,2013-11-18,Active
2012-11-29,2562,Gary,Navarro,Male,38,30-44,4393,2,2013-07-04,Active
2012-12-23,2563,Bryant,Van,Male,38,30-44,4369,2,2013-07-05,Active
2011-01-08,2564,Phillip,Sai,Male,38,30-44,5948,2,2013-08-08,Active
2013-12-11,2831,Andrea,Cox,Female,30,30-44,89,1,2013-12-11,One-Time Buyer
2013-03-06,2832,Eddie,Alvarez,Male,32,30-44,35,1,2013-03-06,One-Time Buyer
2011-06-01,2837,Dominic,Sara,Male,32,30-44,4379,2,2013-06-24,Active
2012-02-25,2841,Tommy,Pal,Male,34,30-44,3010,2,2013-07-28,Active
2011-03-30,2847,Lisa,Zheng,Female,33,30-44,5933,2,2013-09-16,Active
2013-02-09,2849,Melissa,Blue,Female,30,30-44,61,1,2013-02-09,Churned One-Time
2012-07-24,2855,Kyle,Parker,Male,34,30-44,3247,2,2013-02-09,Churned
2012-07-23,2863,Andrew,Walker,Male,35,30-44,2986,2,2013-02-17,Churned
2013-07-06,2865,Robin,Torres,Female,30,30-44,22,1,2013-07-06,One-Time Buyer
2012-08-25,2871,Jonathan,Clark,Male,38,30-44,3282,2,2013-02-20,Churned
2013-09-08,2880,Derrick,Hernandez,Male,39,30-44,22,1,2013-09-08,One-Time Buyer
2012-09-10,2888,Nathan,Scott,Male,32,30-44,4763,2,2013-06-11,Active
2012-09-14,2890,Robert,Martin,Male,41,30-44,3084,2,2013-02-25,Churned
2013-12-06,3409,Jasmine,Cook,Female,57,45-59,66,1,2013-12-06,One-Time Buyer
2012-10-14,3415,Rachel,Wilson,Female,56,45-59,1793,2,2013-06-29,Active
2012-11-05,3422,Hannah,Barnes,Female,55,45-59,3369,2,2013-07-23,Active
2013-04-04,3424,Jill,Ruiz,Female,50,45-59,142,2,2013-05-15,Active
2013-10-02,3431,Sydney,Jones,Female,50,45-59,31,1,2013-10-02,One-Time Buyer
2012-11-05,3434,Jennifer,Peterson,Female,75,60+,3342,2,2013-07-07,Active
2013-04-15,257,Katelyn,Hernandez,Female,74,60+,81,2,2013-10-16,Active
2011-08-29,264,Trinity,Richardson,Female,43,30-44,6753,3,2013-12-10,Active
2011-09-19,273,Lauren,Martinez,Female,51,45-59,5975,2,2013-01-13,Churned
2011-09-13,282,Megan,Barnes,Female,39,30-44,5921,2,2013-01-11,Churned
2011-09-04,292,Jenna,Wright,Female,41,30-44,5873,2,2013-01-19,Churned
2011-09-26,300,Orlando,Vazquez,Male,72,60+,6015,2,2013-02-24,Churned
2011-09-04,308,Hunter,Rodriguez,Male,48,45-59,5964,2,2013-02-08,Churned
2013-08-28,525,Alyssa,Jackson,Female,52,45-59,42,2,2013-10-17,Active
2011-09-06,526,Ariana,Cook,Female,52,45-59,5935,2,2013-02-22,Churned
2013-04-05,533,Lauren,Miller,Female,51,45-59,44,2,2013-12-27,Active
2011-09-16,539,Nicole,Taylor,Female,48,45-59,5895,2,2013-03-01,Active
2011-09-13,541,Alberto,Navarro,Male,43,30-44,5958,2,2013-03-21,Active
2011-09-12,542,Aidan,Ross,Male,49,45-59,5973,2,2013-04-13,Active
2011-12-02,549,Raymond,Sanchez,Male,39,30-44,7068,3,2013-11-11,Active
2013-12-21,557,Lucas,Evans,Male,41,30-44,21,1,2013-12-21,One-Time Buyer
2013-03-15,575,Karla,Luo,Female,42,30-44,35,1,2013-03-15,One-Time Buyer
2011-09-14,899,Angela,Henderson,Female,38,30-44,8179,3,2013-07-23,Active
2011-09-21,901,Byron,Carlson,Male,32,30-44,8257,3,2013-07-11,Active
2011-09-10,902,Stacy,Alvarez,Female,40,30-44,8248,3,2013-11-09,Active
2011-10-02,916,Philip,Carlson,Male,NULL,60+,8143,3,2013-08-24,Active
2013-02-12,924,Sarah,Bryant,Female,28,Under 30,35,1,2013-02-12,Churned One-Time
2013-02-16,932,Marcus,Adams,Male,29,Under 30,234,2,2013-11-03,Active
2011-10-13,934,Mathew,Rubio,Male,31,30-44,5933,2,2013-06-27,Active
2011-11-19,935,Justin,Shan,Male,30,30-44,5994,2,2013-06-10,Active
2013-08-02,941,Tyler,Miller,Male,30,30-44,70,2,2013-12-25,Active
2013-09-06,949,Tasha,Xu,Female,57,45-59,82,2,2013-10-06,Active
2011-10-31,957,Alexandria,Sandberg,Female,28,Under 30,5873,2,2013-06-01,Active
2013-02-12,958,Courtney,Hernandez,Female,34,30-44,49,1,2013-02-12,Churned One-Time
2011-03-24,1220,Kurt,Nara,Male,36,30-44,5967,2,2013-07-27,Active
2011-12-28,1241,Clayton,Sharma,Male,27,Under 30,3965,2,2013-06-03,Active
2013-03-29,1250,Jessie,Cai,Male,29,Under 30,115,2,2013-10-21,Active
2011-10-16,826,Aimee,She,Female,42,30-44,5900,2,2013-02-12,Churned
2013-02-18,833,Zoe,Murphy,Female,37,30-44,125,2,2013-09-09,Active
2011-11-14,1152,Steven,Kelly,Male,44,30-44,5895,2,2013-03-06,Active
2013-09-01,1159,Kyle,Phillips,Male,34,30-44,202,4,2013-12-12,Active
2013-02-24,1160,Kaitlyn,Scott,Female,39,30-44,219,3,2013-12-28,Active
2013-02-26,1169,Hunter,Jackson,Male,47,45-59,73,2,2013-08-23,Active
2013-03-07,1178,Kevin,Campbell,Male,53,45-59,4811,2,2013-07-18,Active
2013-03-14,1183,Erin,Torres,Female,47,45-59,87,4,2013-10-22,Active
2013-02-19,1184,Emily,Robinson,Female,47,45-59,229,4,2013-07-09,Active
2011-12-09,1191,Justin,Gonzales,Male,47,45-59,5890,2,2013-03-04,Active
2011-12-20,1201,Rafael,Sharma,Male,70,60+,5935,2,2013-03-09,Active
2013-06-11,1202,Mindy,Yuan,Female,69,60+,58,2,2013-08-09,Active
2013-02-05,1203,Xavier,Ross,Male,70,60+,171,4,2013-10-04,Active
2012-03-15,1211,Alan,He,Male,29,Under 30,6825,3,2013-11-11,Active
2013-12-30,1479,Ruben,Mehta,Male,43,30-44,9,1,2013-12-30,One-Time Buyer
2012-09-24,1485,Lori,Suarez,Female,38,30-44,4441,2,2013-08-21,Active
2013-05-15,1494,Dwayne,Vazquez,Male,43,30-44,70,1,2013-05-15,One-Time Buyer
2011-07-01,1495,Abby,Sandberg,Female,38,30-44,5948,2,2013-10-22,Active
2013-02-03,1503,Darren,Sanchez,Male,28,Under 30,110,2,2013-09-07,Active
2013-02-15,1504,Casey,Shen,Female,28,Under 30,84,2,2013-09-25,Active
2013-05-31,1509,Nichole,Anand,Female,45,45-59,133,1,2013-05-31,One-Time Buyer
2013-05-11,1520,Casey,Gutierrez,Male,30,30-44,21,1,2013-05-11,One-Time Buyer
2012-07-10,1527,Michele,Suarez,Female,27,Under 30,5229,3,2013-10-01,Active
2013-11-21,1537,Javier,Dominguez,Male,47,45-59,9,1,2013-11-21,One-Time Buyer
2013-11-27,1819,Curtis,She,Male,42,30-44,72,1,2013-11-27,One-Time Buyer
2011-11-05,1820,Nicolas,Chander,Male,36,30-44,5948,2,2013-10-29,Active
2011-11-13,1821,Derek,Tang,Male,42,30-44,5908,2,2013-10-29,Active
2012-12-08,1828,Nicolas,Raje,Male,42,30-44,4461,2,2013-11-12,Active
2012-12-08,1830,Micah,Li,Male,43,30-44,4406,2,2013-11-26,Active
2013-06-02,1836,Karl,Yuan,Male,44,30-44,40,1,2013-06-02,One-Time Buyer
2013-02-10,1838,Nicole,Anderson,Female,74,60+,5,1,2013-02-10,Churned One-Time
2011-11-14,1844,Summer,Smith,Female,42,30-44,6018,2,2013-12-04,Active
2013-11-26,1852,Brandy,Sai,Female,28,Under 30,72,1,2013-11-26,One-Time Buyer
2012-10-02,1860,Evelyn,Gonzalez,Female,45,45-59,5666,3,2013-10-16,Active
2012-11-16,1861,Jillian,Prasad,Female,40,30-44,4464,2,2013-07-25,Active
2013-10-12,2189,Anthony,Davis,Male,66,60+,57,1,2013-10-12,One-Time Buyer
2013-07-16,2202,Nicholas,Davis,Male,63,60+,73,3,2013-12-06,Active
2012-01-28,2204,Bailey,Bell,Female,64,60+,4492,2,2013-04-06,Active
2012-01-19,2206,Jerome,Torres,Male,63,60+,4803,2,2013-04-21,Active
2012-01-27,2213,Logan,Phillips,Male,62,60+,4565,2,2013-11-08,Active
2013-10-05,2220,Rafael,Shan,Male,62,60+,22,1,2013-10-05,One-Time Buyer
2012-01-18,2222,Madeline,Hall,Female,61,60+,4795,2,2013-04-24,Active
2012-02-05,2244,Alyssa,Davis,Female,56,45-59,4512,2,2013-05-27,Active
2011-11-15,2505,Beth,Alonso,Female,52,45-59,5923,2,2013-12-18,Active
2011-12-03,2512,Ernest,Liu,Male,67,60+,6012,2,2013-12-16,Active
2013-08-06,2513,Ken,SΓö£├¡nchez,Female,66,60+,70,1,2013-08-06,One-Time Buyer
2011-01-01,2514,Abigail,Henderson,Female,66,60+,5918,2,2013-12-04,Active
2013-04-24,2523,Logan,Taylor,Male,30,30-44,60,2,2013-06-25,Active
2012-07-08,2528,Tonya,Andersen,Female,30,30-44,4529,2,2013-07-14,Active
2012-07-10,2529,Carmen,Lopez,Female,30,30-44,4530,2,2013-08-19,Active
2012-07-16,2530,Pamela,Martinez,Female,31,30-44,4615,2,2013-08-11,Active
2013-08-05,2540,Roger,Guo,Male,49,45-59,79,2,2013-10-29,Active
2011-01-29,2547,Mitchell,Jai,Male,37,30-44,5918,2,2013-12-12,Active
2012-11-30,2554,Jessica,Coleman,Female,33,30-44,5603,3,2013-11-18,Active
2011-12-05,2565,Sabrina,Blanco,Female,56,45-59,5932,2,2013-12-04,Active
2011-06-13,2830,Randall,Carlson,Male,31,30-44,4379,2,2013-05-05,Active
2013-11-12,2838,Alyssa,Lee,Female,31,30-44,90,1,2013-11-12,One-Time Buyer
2013-09-11,2839,Jill,Rubio,Female,32,30-44,141,2,2013-12-24,Active
2012-02-03,2840,Manuel,Madan,Male,34,30-44,3242,2,2013-06-19,Active
2011-03-25,2846,Shawn,Nara,Male,32,30-44,5917,2,2013-09-24,Active
2011-03-20,2848,Kurt,Tang,Male,32,30-44,5888,2,2013-09-02,Active
2013-12-13,2854,Connor,Zhang,Male,34,30-44,2330,1,2013-12-13,One-Time Buyer
2012-07-12,2857,Ian,Scott,Male,37,30-44,2982,2,2013-02-16,Churned
2013-09-08,2864,Kevin,Long,Male,36,30-44,72,1,2013-09-08,One-Time Buyer
2013-02-01,2873,Alyssa,Henderson,Female,39,30-44,181,1,2013-02-01,Churned One-Time
2013-12-15,2879,Sebastian,Gray,Male,39,30-44,2367,1,2013-12-15,One-Time Buyer
2013-10-29,2889,Ian,Brown,Male,29,Under 30,22,1,2013-10-29,One-Time Buyer
2012-10-14,3416,William,Davis,Male,51,45-59,1769,2,2013-06-27,Active
2011-09-15,3426,Victor,Carlson,Male,39,30-44,8332,3,2013-06-11,Active
2013-09-12,3433,Antonio,Russell,Male,74,60+,22,1,2013-09-12,One-Time Buyer
2012-10-30,3441,Jon,Tang,Male,42,30-44,3367,2,2013-07-19,Active
2013-04-23,3442,William,Lewis,Male,37,30-44,142,1,2013-04-23,One-Time Buyer
2011-12-25,1188,Ruben,Subram,Male,47,45-59,5908,2,2013-03-11,Active
2013-04-10,1197,Alexis,Miller,Female,54,45-59,125,3,2013-07-13,Active
2013-02-01,1198,Adam,Hernandez,Male,55,45-59,48,2,2013-05-07,Active
2011-12-15,1199,Noah,Scott,Male,55,45-59,5969,2,2013-07-09,Active
2013-07-03,1204,Zachary,Hughes,Male,70,60+,158,3,2013-12-11,Active
2013-01-28,1205,Bradley,Jai,Male,70,60+,120,2,2013-06-22,Active
2011-07-10,1481,Meredith,Alvarez,Female,33,30-44,5908,2,2013-09-25,Active
2013-03-08,1482,Victor,Diaz,Male,43,30-44,9,1,2013-03-08,One-Time Buyer
2013-12-25,1483,Jerome,Browning,Male,44,30-44,50,1,2013-12-25,One-Time Buyer
2012-09-14,1488,Willie,Zhu,Male,38,30-44,4401,2,2013-08-15,Active
2013-03-20,1490,Wayne,Rai,Male,36,30-44,88,3,2013-05-25,Active
2012-09-18,1496,Lucas,Miller,Male,44,30-44,4416,2,2013-08-18,Active
2013-07-01,1498,Ashlee,Kumar,Female,44,30-44,42,1,2013-07-01,One-Time Buyer
2013-02-11,1507,Preston,Sanchez,Male,45,45-59,120,1,2013-02-11,Churned One-Time
2013-04-11,1508,Ian,Bell,Male,40,30-44,9,1,2013-04-11,One-Time Buyer
2013-06-17,1514,Austin,Thompson,Male,30,30-44,241,2,2013-10-11,Active
2013-02-14,1515,Lacey,Becker,Female,30,30-44,9,1,2013-02-14,Churned One-Time
2013-07-24,1516,Shelby,Bailey,Female,31,30-44,9,1,2013-07-24,One-Time Buyer
2011-08-02,1521,Seth,Jackson,Male,31,30-44,5919,2,2013-10-12,Active
2012-10-05,1522,Meredith,Dominguez,Female,33,30-44,4438,2,2013-09-24,Active
2013-06-13,1525,Kate,Shan,Female,33,30-44,9,1,2013-06-13,One-Time Buyer
2013-03-18,1532,Autumn,Xu,Female,36,30-44,22,1,2013-03-18,One-Time Buyer
2013-09-26,1533,Jose,Carter,Male,35,30-44,235,4,2013-12-24,Active
2012-11-18,1807,Ronnie,Zeng,Male,40,30-44,4956,3,2013-06-10,Active
2012-10-08,1809,Marc,Schmidt,Male,40,30-44,5111,3,2013-12-27,Active
2012-11-02,1814,Reginald,Ramos,Male,40,30-44,4367,2,2013-11-23,Active
2013-10-26,1816,Dominique,Mehta,Female,41,30-44,7,1,2013-10-26,One-Time Buyer
2013-11-26,1823,Alexandra,James,Female,35,30-44,76,1,2013-11-26,One-Time Buyer
2013-03-30,1839,Ralph,Beck,Male,42,30-44,37,1,2013-03-30,One-Time Buyer
2013-02-26,1841,Naomi,Sanz,Female,68,60+,40,1,2013-02-26,Churned One-Time
2011-11-26,1842,Yolanda,Xie,Female,37,30-44,5933,2,2013-12-18,Active
2011-11-11,1850,Adam,Baker,Male,39,30-44,5888,2,2013-12-22,Active
2012-09-29,1858,Raul,Kumar,Male,44,30-44,4384,2,2013-06-29,Active
2012-12-16,1859,Adriana,Mehta,Female,46,45-59,4393,2,2013-11-19,Active
2013-08-30,2192,Emma,Rodriguez,Female,59,45-59,46,1,2013-08-30,One-Time Buyer
2013-11-10,2201,Jessica,Miller,Female,64,60+,24,1,2013-11-10,One-Time Buyer
2013-02-17,2207,Emily,Flores,Female,57,45-59,163,3,2013-09-02,Active
2012-01-11,2215,Elijah,Adams,Male,61,60+,4502,2,2013-11-08,Active
2013-08-12,2216,Colleen,Sharma,Female,62,60+,72,1,2013-08-12,One-Time Buyer
2013-09-17,2218,Julian,Alexander,Male,56,45-59,2352,1,2013-09-17,One-Time Buyer
2012-01-22,2225,Amanda,Brooks,Female,62,60+,4536,2,2013-05-23,Active
2013-05-24,2240,Matthew,Thomas,Male,53,45-59,185,4,2013-12-21,Active
2013-08-31,2241,Blake,Foster,Male,53,45-59,22,1,2013-08-31,One-Time Buyer
2012-01-30,2249,Isabella,Martinez,Female,56,45-59,4492,2,2013-11-06,Active
2012-02-20,2251,Jordan,King,Female,50,45-59,4502,2,2013-05-06,Active
2013-02-04,2509,Cassandra,Sanchez,Female,70,60+,129,1,2013-02-04,Churned One-Time
2013-02-02,2511,Jon,Shen,Male,62,60+,94,1,2013-02-02,Churned One-Time
2012-06-20,2525,Cheryl,Blanco,Female,29,Under 30,4528,2,2013-04-16,Active
2012-06-06,2526,Cassandra,Van,Female,30,30-44,4606,2,2013-05-20,Active
2011-02-09,2541,Paula,Ortega,Female,37,30-44,6528,3,2013-07-27,Active
2011-02-26,2543,Sharon,Kumar,Female,44,30-44,5943,2,2013-12-03,Active
2011-02-01,2549,Bridget,Jai,Female,37,30-44,5908,2,2013-12-27,Active
2013-05-01,2550,Richard,King,Male,39,30-44,94,1,2013-05-01,One-Time Buyer
2013-03-21,2551,Joe,Malhotra,Male,39,30-44,70,1,2013-03-21,One-Time Buyer
2011-03-19,2561,Andres,Shan,Male,33,30-44,6453,3,2013-08-24,Active
2012-01-23,2566,Tiffany,Zhao,Female,40,30-44,4775,2,2013-12-21,Active
2013-11-06,2827,Candice,He,Female,30,30-44,49,1,2013-11-06,One-Time Buyer
2011-06-26,2845,Phillip,Mehta,Male,32,30-44,4355,2,2013-06-02,Active
2013-11-11,2852,Seth,Moore,Male,35,30-44,2332,1,2013-11-11,One-Time Buyer
2013-11-28,2853,Ian,Robinson,Male,35,30-44,2295,1,2013-11-28,One-Time Buyer
2012-08-13,2867,Mya,Butler,Female,35,30-44,4640,2,2013-06-07,Active
2013-03-24,2869,Shelby,Morris,Female,37,30-44,31,1,2013-03-24,One-Time Buyer
2013-11-02,2870,Anna,Morgan,Female,39,30-44,22,1,2013-11-02,One-Time Buyer
2012-08-21,2878,Adam,Lal,Male,39,30-44,3030,2,2013-02-27,Churned
2012-08-18,2884,Brandon,Lal,Male,41,30-44,3021,2,2013-01-30,Churned
2012-07-31,2886,Brian,Howard,Male,32,30-44,4844,2,2013-06-02,Active
2012-08-13,2887,Rachel,Taylor,Female,37,30-44,4537,2,2013-06-20,Active
2012-10-03,3412,Ashley,Johnson,Female,57,45-59,3360,2,2013-07-28,Active
2011-08-29,3429,Cassie,Andersen,Female,52,45-59,8321,3,2013-07-13,Active
2011-03-31,3430,Lacey,He,Female,52,45-59,8394,3,2013-08-16,Active
2013-08-12,3436,Jennifer,Wilson,Female,75,60+,81,1,2013-08-12,One-Time Buyer
2013-12-18,3438,Mitchell,Anand,Male,42,30-44,22,1,2013-12-18,One-Time Buyer
2011-09-17,268,David,Diaz,Male,38,30-44,5943,2,2013-01-07,Churned
2013-05-29,269,Katelyn,Carter,Female,44,30-44,98,2,2013-11-16,Active
2013-01-29,277,Nancy,Chapman,Female,39,30-44,910,25,2013-12-30,Active
2011-09-21,287,Hunter,Griffin,Male,46,45-59,5954,2,2013-01-20,Churned
2013-01-29,288,Henry,Garcia,Male,47,45-59,1007,24,2013-12-02,Active
2011-09-25,296,Taylor,Lewis,Female,54,45-59,6058,2,2013-01-09,Churned
2013-04-18,312,Gabrielle,Lopez,Female,54,45-59,77,2,2013-09-13,Active
2013-02-03,527,Katherine,Diaz,Female,40,30-44,2377,1,2013-02-03,Churned One-Time
2011-09-12,529,Joan,Washington,Female,45,45-59,5959,2,2013-02-19,Churned
2013-08-28,545,Joel,Garcia,Male,34,30-44,89,1,2013-08-28,One-Time Buyer
2013-05-08,555,Sydney,Simmons,Female,81,60+,35,1,2013-05-08,One-Time Buyer
2013-12-03,561,Whitney,Srini,Female,35,30-44,54,1,2013-12-03,One-Time Buyer
2012-02-19,562,Briana,Dominguez,Female,41,30-44,4344,2,2013-03-11,Active
2013-06-26,563,Jarrod,Gonzalez,Male,NULL,60+,85,1,2013-06-26,One-Time Buyer
2012-12-12,572,Joel,Sai,Male,42,30-44,4390,2,2013-03-20,Active
2012-12-15,577,Micah,Zhu,Male,43,30-44,4486,2,2013-03-23,Active
2012-11-29,579,Trisha,Huang,Female,43,30-44,4406,2,2013-03-12,Active
2011-09-01,897,Frank,Carlson,Male,38,30-44,8118,3,2013-07-11,Active
2011-08-29,906,Isaiah,Ramirez,Male,39,30-44,8156,3,2013-07-06,Active
2011-10-10,921,Adrienne,Gomez,Female,38,30-44,8156,3,2013-12-11,Active
2013-02-15,923,James,Davis,Male,28,Under 30,276,5,2013-10-23,Active
2013-05-31,929,Isabella,Morris,Female,29,Under 30,48,2,2013-12-13,Active
2013-06-06,936,Jessica,Taylor,Female,30,30-44,35,1,2013-06-06,One-Time Buyer
2013-04-05,937,Hunter,Clark,Male,31,30-44,42,1,2013-04-05,One-Time Buyer
2011-11-10,940,Kevin,Washington,Male,31,30-44,5977,2,2013-06-19,Active
2011-10-13,948,Jenny,Zheng,Female,56,45-59,4747,3,2013-12-27,Active
2011-10-29,956,Gabriel,Green,Male,33,30-44,5953,2,2013-06-28,Active
2011-03-27,1213,Shawna,Xie,Female,39,30-44,5898,2,2013-07-07,Active
2012-03-07,1215,Julie,Raje,Female,45,45-59,6803,3,2013-12-17,Active
2011-03-09,1221,Virginia,Sara,Female,47,45-59,5950,2,2013-07-29,Active
2011-03-02,1222,Brandi,Ruiz,Female,47,45-59,5968,2,2013-07-20,Active
2012-03-13,1223,Jenny,Xu,Female,47,45-59,6909,3,2013-12-07,Active
2013-08-08,1224,Felicia,Vazquez,Female,47,45-59,35,1,2013-08-08,One-Time Buyer
2012-06-17,1238,Ruth,Madan,Female,61,60+,4470,2,2013-06-02,Active
2013-07-09,1239,Monica,Raman,Female,61,60+,35,1,2013-07-09,One-Time Buyer
2011-12-06,1247,Shawn,Luo,Male,28,Under 30,3947,2,2013-06-16,Active
2013-02-01,1248,Brandy,Raman,Female,28,Under 30,77,2,2013-05-03,Active
2013-03-10,1263,Morgan,Sanchez,Female,48,45-59,119,2,2013-03-31,Active
2013-08-01,1274,Nelson,Carlson,Male,49,45-59,50,1,2013-08-01,One-Time Buyer
2013-05-27,1539,Paula,Blanco,Female,46,45-59,9,1,2013-05-27,One-Time Buyer
2013-11-30,1540,Marc,Dominguez,Male,73,60+,9,1,2013-11-30,One-Time Buyer
2013-03-02,1541,Levi,Sara,Male,71,60+,75,2,2013-08-18,Active
2013-07-01,1564,Alejandro,Lin,Male,67,60+,119,2,2013-07-01,Active
2012-01-02,1571,Casey,Munoz,Male,28,Under 30,2654,2,2013-08-12,Active
2011-12-29,1572,Jennifer,Green,Female,28,Under 30,2641,2,2013-08-04,Active
2012-01-22,1573,Alisha,Chander,Female,28,Under 30,2611,2,2013-09-11,Active
2012-02-15,1580,Lydia,Sanchez,Female,29,Under 30,2589,2,2013-10-11,Active
2012-08-17,1600,Jillian,Fernandez,Female,43,30-44,5649,3,2013-08-10,Active
2012-06-14,2124,Kelli,Raji,Female,38,30-44,6765,3,2013-10-29,Active
2012-06-25,2131,Dalton,Miller,Male,43,30-44,6797,3,2013-11-19,Active
2013-10-15,2142,Walter,Hernandez,Male,54,45-59,240,3,2013-11-25,Active
2013-08-30,2158,Heidi,Gonzalez,Female,68,60+,25,1,2013-08-30,One-Time Buyer
2013-07-27,2160,Roberto,Ramos,Male,66,60+,208,3,2013-12-15,Active
2013-03-22,2167,Kyle,Chen,Male,32,30-44,72,1,2013-03-22,One-Time Buyer
2012-01-17,2175,Gabriella,Morris,Female,40,30-44,4559,2,2013-04-09,Active
2013-09-22,2183,Jeremy,Bennett,Male,60,60+,166,2,2013-12-06,Active
2013-05-12,2441,Sydney,Miller,Female,40,30-44,4819,2,2013-08-06,Active
2013-11-11,2460,Devin,Foster,Male,52,45-59,57,1,2013-11-11,One-Time Buyer
2013-11-21,2466,Sydney,Campbell,Female,72,60+,76,1,2013-11-21,One-Time Buyer
2013-05-10,2468,Kristopher,Martinez,Male,47,45-59,22,1,2013-05-10,One-Time Buyer
2012-05-29,2493,Christian,Foster,Male,68,60+,4501,2,2013-06-26,Active
2011-03-02,2766,Jaime,Shen,Male,39,30-44,7152,3,2013-12-28,Active
2011-04-10,2768,Linda,Jimenez,Female,39,30-44,5910,2,2013-12-13,Active
2012-01-17,2769,Ross,Munoz,Male,34,30-44,5064,3,2013-11-09,Active
2011-05-28,2775,Steve,Guo,Male,40,30-44,4392,2,2013-01-05,Churned
2013-12-19,2776,Patricia,Subram,Female,35,30-44,69,1,2013-12-19,One-Time Buyer
2011-03-26,2778,Manuel,Perez,Male,40,30-44,7147,3,2013-12-27,Active
2013-04-29,2786,Clayton,She,Male,42,30-44,122,2,2013-06-17,Active
2012-01-16,2800,Bryan,Bailey,Male,36,30-44,3010,2,2013-04-07,Active
2012-02-09,2802,Colleen,Andersen,Female,44,30-44,3262,2,2013-05-21,Active
2013-12-19,2811,Vanessa,Barnes,Female,44,30-44,53,1,2013-12-19,One-Time Buyer
2013-02-01,3447,Jeremiah,Johnson,Male,38,30-44,146,3,2013-11-22,Active
2012-11-10,3450,Logan,Jenkins,Male,44,30-44,3355,2,2013-07-02,Active
2013-05-23,3451,Kevin,Butler,Male,38,30-44,181,1,2013-05-23,One-Time Buyer
2013-03-08,3464,Julia,Patterson,Female,40,30-44,68,1,2013-03-08,One-Time Buyer
2013-10-13,3467,Logan,Adams,Male,47,45-59,91,1,2013-10-13,One-Time Buyer
2013-06-03,3599,Miranda,Ross,Female,38,30-44,4839,2,2013-10-13,Active
2011-04-22,3600,Charles,Wilson,Male,39,30-44,3054,2,2013-07-08,Active
2011-08-24,258,Jacqueline,Powell,Female,NULL,60+,6676,3,2013-12-14,Active
2013-01-02,265,Eduardo,Martin,Male,44,30-44,3182,2,2013-11-30,Active
2011-09-10,267,Taylor,Howard,Female,44,30-44,5922,2,2013-01-20,Churned
2011-09-27,272,Danielle,Reed,Female,44,30-44,5973,2,2013-01-22,Churned
2013-05-14,274,Nathan,Lal,Male,51,45-59,273,2,2013-05-23,Active
2013-03-03,280,Amanda,Cook,Female,39,30-44,44,2,2013-06-22,Active
2011-08-31,283,Christian,Thomas,Male,46,45-59,5999,2,2013-01-02,Churned
2013-05-29,284,Arturo,Lal,Male,45,45-59,44,2,2013-08-28,Active
2013-03-05,289,Cindy,Sanchez,Female,35,30-44,77,2,2013-08-21,Active
2011-09-08,290,Maria,Carter,Female,41,30-44,5905,2,2013-01-16,Churned
2011-09-20,291,Katelyn,Sanchez,Female,41,30-44,5933,2,2013-01-27,Churned
2011-09-12,299,Jon,Luo,Male,73,60+,5922,2,2013-02-21,Churned
2013-03-25,306,Sean,Evans,Male,48,45-59,77,2,2013-08-04,Active
2013-06-30,307,Micah,Zhou,Male,48,45-59,42,2,2013-09-07,Active
2013-02-25,315,Mya,Flores,Female,43,30-44,47,2,2013-12-03,Active
2011-09-15,517,Mya,Gonzales,Female,37,30-44,5915,2,2013-06-16,Active
2013-06-26,518,Katherine,Bryant,Female,54,45-59,101,2,2013-08-23,Active
2013-02-15,524,Lucas,Taylor,Male,51,45-59,2377,1,2013-02-15,Churned One-Time
2013-01-28,531,Andrew,Martinez,Male,50,45-59,572,16,2013-12-30,Active
2011-08-30,532,Nina,Yuan,Female,51,45-59,5875,2,2013-02-08,Churned
